Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4337,FL,Broward (County),RIVIERA BEACH,33404,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),ROOSEVELT GARDENS,33311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SEA RANCH LAKES,33308,5,2,2,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Broward (County),SOUTHWEST RANCHES,33330,48,15,12,3,0,0,14,17732,0,13390,4342,14,0,0,0
4337,FL,Broward (County),SOUTHWEST RANCHES,33331,47,17,13,3,1,0,12,13151,0,9309,3842,12,0,0,0
4337,FL,Broward (County),SOUTHWEST RANCHES,33332,37,12,12,0,0,0,12,12649,0,9149,3500,12,0,0,0
4337,FL,Broward (County),ST AUGUSTINE,32092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SU,33322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SUBRISE,33351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SUN,33313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SUN,33323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SUNRISE,33020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SUNRISE,33312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SUNRISE,33313,"2,208",1003,954,44,5,0,748,872032,0,561198,310834,748,0,0,0
4337,FL,Broward (County),SUNRISE,33319,10,4,3,1,0,0,5,6581,0,4081,2500,5,0,0,0
4337,FL,Broward (County),SUNRISE,33321,2,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Broward (County),SUNRISE,33322,"1,246",465,450,14,1,0,360,396504,0,265473,131031,360,0,0,0
4337,FL,Broward (County),SUNRISE,33323,830,267,264,3,0,0,200,205533,0,129713,75820,200,0,0,0
4337,FL,Broward (County),SUNRISE,33325,89,32,31,1,0,0,25,35568,0,26140,9428,25,0,0,0
4337,FL,Broward (County),SUNRISE,33326,152,55,55,0,0,0,53,57665,0,38665,19000,53,0,0,0
4337,FL,Broward (County),SUNRISE,33351,"3,137",1023,980,38,5,0,945,1099219,0,768159,331060,945,0,0,0
4337,FL,Broward (County),SUNRISR,33351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SUNSHINE,33351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SUNSRISE,33313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),SW RANCHES,33330,10,4,4,0,0,0,4,3307,0,1307,2000,4,0,0,0
4337,FL,Broward (County),SW RANCHES,33331,15,3,3,0,0,0,3,1500,0,0,1500,3,0,0,0
4337,FL,Broward (County),SW RANCHES,33332,7,2,2,0,0,0,1,1307,0,1307,0,1,0,0,0
4337,FL,Broward (County),TALLAHASSEE,32310,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),TAMARA,33321,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),TAMARAC,33068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),TAMARAC,33221,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Broward (County),TAMARAC,33309,134,65,61,4,0,0,29,38628,0,16991,21637,29,0,0,0
4337,FL,Broward (County),TAMARAC,33318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),TAMARAC,33319,"1,474",562,534,24,4,0,464,529487,0,355210,174277,463,1,0,0
4337,FL,Broward (County),TAMARAC,33320,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Broward (County),TAMARAC,33321,"3,351",1158,1128,25,5,0,961,1050531,0,699938,350593,961,0,0,0
4337,FL,Broward (County),TAMARAC,33351,12,5,5,0,0,0,4,2807,0,1307,1500,4,0,0,0
4337,FL,Broward (County),TAMARACGARDENS,33321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),TAMARC,33321,1,0,0,0,0,0,1,1807,0,1307,500,1,0,0,0
4337,FL,Broward (County),TAMPA,33604,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Broward (County),TITUSVILLE,32780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WASHINGTON PARK,33311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WESON,33326,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Broward (County),WEST,33023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WEST HOLLYWOOD,33023,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WESTON,33027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WESTON,33326,940,291,282,7,2,0,241,245294,0,153239,92055,241,0,0,0
4337,FL,Broward (County),WESTON,33327,209,61,61,0,0,0,52,47289,0,27447,19842,52,0,0,0
4337,FL,Broward (County),WESTON,33331,123,39,38,1,0,0,31,22953,0,7842,15111,31,0,0,0
4337,FL,Broward (County),WESTON,33332,55,9,7,1,1,0,13,12035,0,6535,5500,13,0,0,0
4337,FL,Broward (County),WEST PALM BEACH,33401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WEST PARK,33021,3,1,0,1,0,0,1,1807,0,1307,500,1,0,0,0
4337,FL,Broward (County),WEST PARK,33023,"2,385",1160,1086,69,5,0,790,918504,0,575594,342909,790,0,0,0
4337,FL,Broward (County),WESTPARK,33022,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WESTPARK,33023,2,1,1,0,0,0,1,1307,0,1307,0,1,0,0,0
4337,FL,Broward (County),W HOLLYWOOD,33023,3,2,2,0,0,0,1,1307,0,1307,0,1,0,0,0
4337,FL,Broward (County),WILTON MANERS,33305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WILTON MANO,33305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WILTON MANOR,33305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WILTON MANORS,33305,584,185,181,4,0,0,147,175250,0,136408,38842,147,0,0,0
4337,FL,Broward (County),WILTON MANORS,33306,6,2,2,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Broward (County),WILTON MANORS,33311,511,178,177,1,0,0,150,171079,0,125712,45367,150,0,0,0
4337,FL,Broward (County),WILTON MANORS,33334,293,79,77,2,0,0,78,98427,0,72205,26222,78,0,0,0
4337,FL,Broward (County),WINSTON MANOR,33311,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Broward (County),WQEST PARK,33023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Bulloch (County),TOWNSEND,31331,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),ARCADIA,34266,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),CAPE CORAL,33904,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),CAPE CORAL,33991,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),CAPE CORAL,33993,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),CAPE HAZE,33946,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),CAPE HAZE,33947,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),CHARLOTTE HARBOR,33952,4,2,2,0,0,0,2,1000,0,0,1000,2,0,0,0
4337,FL,Charlotte (County),CHARLOTTE HARBOR,33980,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),CLEVELAND,33982,1,0,0,0,0,0,1,878,0,878,0,1,0,0,0
4337,FL,Charlotte (County),ENGLEWOOD,34223,105,35,32,3,0,0,33,31510,0,21985,9525,33,0,0,0
4337,FL,Charlotte (County),ENGLEWOOD,34224,482,168,158,10,0,0,141,132386,0,81058,51328,141,0,0,0
4337,FL,Charlotte (County),ENGLWOOD,34223,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),FORT MYERS,33901,2,2,1,1,0,0,1,1770,0,1770,0,1,0,0,0
4337,FL,Charlotte (County),FORT PIERCE,33950,1,0,0,0,0,0,1,878,0,878,0,1,0,0,0
4337,FL,Charlotte (County),GROVE CITY,34224,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),HOLLYWOOD,33024,1,1,1,0,0,0,1,842,0,0,842,1,0,0,0
4337,FL,Charlotte (County),LEHIGH,33936,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),MIAMI,33196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),MIAMI SPRINGS,33166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),NORTH FORT MYERS,33917,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),NORTH PORT,34286,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),NORTH PORT,34287,4,4,4,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Charlotte (County),NORTH PORT,34288,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),NORTHPORT,34288,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),ORLANDO,32806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),PLACIDA,33946,17,5,5,0,0,0,5,5890,0,4390,1500,5,0,0,0
4337,FL,Charlotte (County),PORT CH,33981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),PORT CHAR,33948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),PORT CHARLOTE,33952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),PORT CHARLOTTE,33452,1,0,0,0,0,0,1,878,0,878,0,1,0,0,0
4337,FL,Charlotte (County),PORT CHARLOTTE,33948,749,248,212,34,2,0,267,363294,0,204794,158500,265,2,0,0
4337,FL,Charlotte (County),PORT CHARLOTTE,33949,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),PORT CHARLOTTE,33952,"1,860",793,760,31,2,0,599,507827,0,301846,205981,599,0,0,0
4337,FL,Charlotte (County),PORT CHARLOTTE,33953,146,55,51,4,0,0,45,49701,0,35176,14525,45,0,0,0
4337,FL,Charlotte (County),PORT CHARLOTTE,33954,351,119,113,6,0,0,114,97520,0,64495,33025,114,0,0,0
4337,FL,Charlotte (County),PORT CHARLOTTE,33980,196,84,78,3,3,0,55,47573,0,22856,24717,55,0,0,0
4337,FL,Charlotte (County),PORT CHARLOTTE,33981,196,71,69,2,0,0,66,55127,0,35127,20000,66,0,0,0
4337,FL,Charlotte (County),PORT CHARLOTTE,33983,3,1,1,0,0,0,1,878,0,878,0,1,0,0,0
4337,FL,Charlotte (County),PORTCHARLOTTE,33954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),PORT CHAROLETT,32055,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),PT CHARLOTTE,33952,1,0,0,0,0,0,1,878,0,878,0,1,0,0,0
4337,FL,Charlotte (County),PT CHARLOTTE,33980,1,1,1,0,0,0,1,842,0,0,842,1,0,0,0
4337,FL,Charlotte (County),PT CHARLOTTE,33981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),PUBTA GORDA,33980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),PUNTA GORDA,33950,672,331,277,51,3,0,221,237630,0,135381,102249,221,0,0,0
4337,FL,Charlotte (County),PUNTA GORDA,33952,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Charlotte (County),PUNTA GORDA,33955,276,134,121,12,1,0,94,98134,0,50453,47681,94,0,0,0
4337,FL,Charlotte (County),PUNTA GORDA,33980,202,91,85,5,1,0,69,58614,0,31636,26978,69,0,0,0
4337,FL,Charlotte (County),PUNTA GORDA,33982,327,190,171,17,2,0,88,111808,0,63100,48708,87,1,0,0
4337,FL,Charlotte (County),PUNTA GORDA,33983,455,170,165,5,0,0,145,128587,0,67634,60953,145,0,0,0
4337,FL,Charlotte (County),PUNTA GORDA FL,33950,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Charlotte (County),ROTONDA,33947,6,4,2,1,1,0,1,878,0,878,0,1,0,0,0
4337,FL,Charlotte (County),ROTONDA WEST,33947,149,65,62,3,0,0,33,21908,0,9658,12250,33,0,0,0
4337,FL,Charlotte (County),SEBRING,33875,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),ST THOMAS,802,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Charlotte (County),SUNRISE,33351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Chatham (County),MCDONOUGH,30253,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Citrus (County),BEVERLY HILLS,34465,649,208,197,10,1,0,197,163589,0,101058,62531,197,0,0,0
4337,FL,Citrus (County),CHAZZAHOWIZTKA,34446,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),CITRA,32113,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),CITRUS SPRINGS,34433,52,9,9,0,0,0,10,10628,0,6128,4500,10,0,0,0
4337,FL,Citrus (County),CITRUS SPRINGS,34434,228,59,57,2,0,0,64,49728,0,28342,21386,64,0,0,0
4337,FL,Citrus (County),CRYSTAL RIVER,34423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),CRYSTAL RIVER,34428,368,127,114,13,0,0,91,87118,0,43023,44095,91,0,0,0
4337,FL,Citrus (County),CRYSTAL RIVER,34429,468,163,155,7,1,0,132,123251,0,74510,48741,132,0,0,0
4337,FL,Citrus (County),CRYST RIVER,34429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),DELRAY BEACH,33444,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),DUNNELLON,34430,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),DUNNELLON,34433,159,64,61,3,0,0,47,35941,0,19916,16025,47,0,0,0
4337,FL,Citrus (County),DUNNELLON,34434,83,26,26,0,0,0,28,22335,0,10724,11611,28,0,0,0
4337,FL,Citrus (County),FLORAL CITY,34436,285,121,113,5,3,0,84,77063,0,43918,33145,84,0,0,0
4337,FL,Citrus (County),HERNANDO,32426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),HERNANDO,34442,454,185,165,20,0,0,145,131208,0,82030,49178,144,1,0,0
4337,FL,Citrus (County),HERNANDO,34453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),HOLDER,34445,8,4,4,0,0,0,1,1266,0,766,500,1,0,0,0
4337,FL,Citrus (County),HOMO,34448,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),HOMOSASFA,34448,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),HOMOSASSA,34446,465,154,146,8,0,0,128,110739,0,69215,41524,128,0,0,0
4337,FL,Citrus (County),HOMOSASSA,34447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),HOMOSASSA,34448,537,193,178,14,1,0,160,137509,0,87577,49932,160,0,0,0
4337,FL,Citrus (County),HOMOSASSA SPRINGS,34446,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),HOMOSASSA SPRINGS,34448,9,4,4,0,0,0,3,2032,0,1532,500,3,0,0,0
4337,FL,Citrus (County),HOMOSASSA SPRINGS,34461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),INGLIS,34449,10,1,1,0,0,0,3,1500,0,0,1500,3,0,0,0
4337,FL,Citrus (County),INVERNESS,34450,485,165,154,10,1,0,173,163466,0,88474,74992,173,0,0,0
4337,FL,Citrus (County),INVERNESS,34451,2,1,1,0,0,0,1,766,0,766,0,1,0,0,0
4337,FL,Citrus (County),INVERNESS,34452,550,181,170,11,0,0,164,135172,0,87327,47845,164,0,0,0
4337,FL,Citrus (County),INVERNESS,34453,502,152,145,7,0,0,163,136204,0,85298,50906,163,0,0,0
4337,FL,Citrus (County),LECANTO,34461,216,80,78,2,0,0,62,48285,0,27576,20709,62,0,0,0
4337,FL,Citrus (County),TAMPA,33625,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Citrus (County),YANKEETOWN,34498,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),BALDWIN,32234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),BELLAIR-MEADOWBROOK TERRACE,32073,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),FLEMING ISLAND,32003,291,107,92,12,3,0,88,116117,0,68000,48117,87,1,0,0
4337,FL,Clay (County),FLORAHOME,32140,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),GAINESVILLE,32608,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Clay (County),GREEN COVE SPRINGS,32043,881,353,328,19,6,0,281,276124,0,160854,115270,281,0,0,0
4337,FL,Clay (County),GREEN CV SPGS,32043,4,1,1,0,0,0,1,1469,0,969,500,1,0,0,0
4337,FL,Clay (County),JACKSONVILLE,32073,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Clay (County),JACKSONVILLE,32210,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),JACKSONVILLE,32217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),JACKSONVILLE,32234,27,10,10,0,0,0,9,8187,0,4845,3342,9,0,0,0
4337,FL,Clay (County),JACKSONVILLE,32244,2,0,0,0,0,0,1,969,0,969,0,1,0,0,0
4337,FL,Clay (County),JACKSONVILLE,32254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),JACKSONVILLE,32266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),KEYSTONE HEIGHTS,32656,347,150,124,24,2,0,105,152136,0,80088,72048,104,1,0,0
4337,FL,Clay (County),KISSIMMEE,34746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),LAKESIDE,32065,1,0,0,0,0,0,1,969,0,969,0,1,0,0,0
4337,FL,Clay (County),LAKESIDE,32068,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),LAKESIDE,32073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),LAWTEY,32058,1,0,0,0,0,0,1,969,0,969,0,1,0,0,0
4337,FL,Clay (County),MAXVILLE,32234,7,2,2,0,0,0,1,1469,0,969,500,1,0,0,0
4337,FL,Clay (County),MAXVILLE,32243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),MELROSE,32666,39,19,16,2,1,0,10,8814,0,5814,3000,10,0,0,0
4337,FL,Clay (County),MID,32068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),MIDDLEBURG,32068,"1,571",668,541,75,52,0,476,770354,0,392571,377782,476,0,0,0
4337,FL,Clay (County),NAPLES,34110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),NAPLES,34112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),ORANGE PARK,32003,22,6,6,0,0,0,2,1469,0,969,500,2,0,0,0
4337,FL,Clay (County),ORANGE PARK,32065,"1,118",390,363,24,3,0,320,301699,0,165699,136000,320,0,0,0
4337,FL,Clay (County),ORANGE PARK,32072,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),ORANGE PARK,32073,"1,686",654,600,46,8,0,461,454860,0,241717,213143,461,0,0,0
4337,FL,Clay (County),ORANGEPARK,32065,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),PANAMA CITY BEACH,32413,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),PENNEY FARMS,32043,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),PENNEY FARMS,32079,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),STARKE,32091,2,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Clay (County),TAMPA,33607,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),TAVERNIER,33073,1,0,0,0,0,0,1,1469,0,969,500,1,0,0,0
4337,FL,Clay (County),TUCSON,85718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Clay (County),WINTER GARDEN,34787,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),ARCADIA,34266,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),AVE MARIA,34142,47,24,24,0,0,0,14,11170,0,7170,4000,14,0,0,0
4337,FL,Collier (County),BELLEVIEW,34420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),BOGOTA,34105,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Collier (County),BONITA SPRINGS,34134,66,43,40,3,0,0,19,19222,0,10855,8367,19,0,0,0
4337,FL,Collier (County),BONITA SPRINGS,34135,7,5,5,0,0,0,2,2195,0,1195,1000,2,0,0,0
4337,FL,Collier (County),CAPE CORAL,33904,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),CHOKOLOSKEE,34138,52,46,29,14,3,0,24,97662,0,54142,43520,23,1,0,0
4337,FL,Collier (County),COPELAND,34116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),COPELAND,34137,29,25,24,1,0,0,6,5575,0,2892,2683,6,0,0,0
4337,FL,Collier (County),EVERGLADES,34139,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),EVERGLADES CITY,34139,80,73,35,30,8,0,46,168388,0,88585,79803,46,0,0,0
4337,FL,Collier (County),FORT LAUDERDALE,33312,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),FORT MYERS,33901,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Collier (County),FORT MYERS,33919,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),FORT MYERS,33966,1,0,0,0,0,0,1,1195,0,1195,0,1,0,0,0
4337,FL,Collier (County),FORT MYERS,33967,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),GOLDEN GATE,34116,10,5,4,1,0,0,4,3890,0,2390,1500,4,0,0,0
4337,FL,Collier (County),GOODLAND,34140,67,55,38,13,4,0,23,49472,0,30175,19297,22,1,0,0
4337,FL,Collier (County),HIALEAH,33010,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),IMMOKALEE,34142,"3,233",2007,1869,110,28,0,1026,1218982,0,686021,532960,"1,026",0,0,0
4337,FL,Collier (County),IMMOKALEE,34143,4,1,1,0,0,0,1,1695,0,1195,500,1,0,0,0
4337,FL,Collier (County),JEROME,34141,5,3,3,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Collier (County),LABELLE,33935,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),MAPLES,34120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),MAPLES,34147,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),MARCO ISLAND,34145,625,363,303,54,6,0,177,281649,0,161202,120448,176,1,0,0
4337,FL,Collier (County),MARCO ISLAND,34146,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4337,FL,Collier (County),NA,34113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),NA,34116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),NAPL,34109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),NAPLES,32826,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),NAPLES,33142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),NAPLES,33976,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),NAPLES,34012,1,0,0,0,0,0,1,1195,0,1195,0,1,0,0,0
4337,FL,Collier (County),NAPLES,34101,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),NAPLES,34102,858,436,382,49,5,0,291,395110,0,231433,163676,291,0,0,0
4337,FL,Collier (County),NAPLES,34103,821,445,383,56,6,0,293,383695,0,246187,137508,293,0,0,0
4337,FL,Collier (County),NAPLES,34104,"3,228",1421,1302,108,11,0,1257,1515723,0,1014658,501065,"1,256",1,0,0
4337,FL,Collier (County),NAPLES,34105,"1,314",448,427,14,7,0,460,529907,0,351481,178425,460,0,0,0
4337,FL,Collier (County),NAPLES,34106,3,0,0,0,0,0,1,1695,0,1195,500,1,0,0,0
4337,FL,Collier (County),NAPLES,34108,"1,179",597,548,48,1,0,377,457182,0,308617,148565,376,1,0,0
4337,FL,Collier (County),NAPLES,34109,"2,368",782,752,28,2,0,979,1132494,0,794769,337725,979,0,0,0
4337,FL,Collier (County),NAPLES,34110,"1,161",475,440,32,3,0,387,441621,0,303990,137631,387,0,0,0
4337,FL,Collier (County),NAPLES,34112,"3,033",1537,1309,197,31,0,1116,1593076,0,989473,603603,"1,109",6,1,0
4337,FL,Collier (County),NAPLES,34113,"2,346",1027,949,70,8,0,795,928323,0,604849,323474,795,0,0,0
4337,FL,Collier (County),NAPLES,34114,"1,407",758,673,68,17,0,509,684562,0,412221,272341,507,2,0,0
4337,FL,Collier (County),NAPLES,34115,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4337,FL,Collier (County),NAPLES,34116,"5,105",2394,2250,132,12,0,1725,2004410,0,1331152,673257,"1,722",3,0,0
4337,FL,Collier (County),NAPLES,34117,"1,367",728,661,59,8,0,372,464288,0,288314,175974,370,2,0,0
4337,FL,Collier (County),NAPLES,34119,"1,936",719,679,37,3,0,695,808690,0,549838,258852,694,0,1,1
